transaction_id,date,region,city,merchant_id,merchant_category,channel,payment_method,customer_segment,acquisition_source,device_type,amount_kzt,is_refunded,is_canceled,delivery_time_hours,suspicious_flag
16267,2024-07-18,Oskemen,Aktobe,1715,digital_services,marketplace,card_kz,salary_worker,tiktok,android,3931.27,0,0,23.7,0
16268,2024-07-18,Shymkent,Almaty,3079,retail_fashion,marketplace,cash,salary_worker,instagram,ios,2160.14,0,0,0.6,0
16269,2024-07-18,Almaty,Oskemen,3018,grocery,offline_pos,card_kz,entrepreneur,organic,android,5119.75,1,0,,0
16270,2024-07-18,Aktobe,Almaty,4212,grocery,mobile_app,wallet,retired,instagram,web,5263.38,0,0,4.4,0
16271,2024-07-18,Shymkent,Kostanay,4071,food_delivery,offline_pos,qr_kaspi,salary_worker,instagram,android,10850.3,0,0,9.2,0
16272,2024-07-18,Taraz,Kostanay,1278,ecommerce_general,online_store,qr_kaspi,salary_worker,organic,android,12271.94,0,0,2.7,0
16273,2024-07-18,Pavlodar,Taraz,4997,education_services,online_store,card_kz,salary_worker,marketplace,android,51110.84,0,0,10.2,0
16274,2024-07-18,Pavlodar,Shymkent,4999,ecommerce_general,offline_pos,card_kz,student,marketplace,web,7761.95,0,0,,0
16275,2024-07-18,Kostanay,Kostanay,4864,food_delivery,marketplace,wallet,salary_worker,offline,android,7653.84,0,0,20.0,0
16276,2024-07-18,Karaganda,Astana,4406,ecommerce_general,online_store,qr_kaspi,salary_worker,google_ads,ios,18348.92,0,0,2.0,0
16277,2024-07-18,Almaty,Atyrau,1971,ecommerce_general,online_store,qr_kaspi,salary_worker,referral,ios,14263.46,1,0,12.6,0
16278,2024-07-18,Atyrau,Taraz,3435,grocery,mobile_app,qr_kaspi,salary_worker,referral,web,10317.39,0,0,5.9,0
16279,2024-07-18,Shymkent,Oskemen,4405,ride_hailing,online_store,card_kz,retired,tiktok,web,13963.27,0,0,20.3,0
16280,2024-07-18,Aktobe,Atyrau,4154,ecommerce_general,online_store,cash,student,tiktok,web,7395.31,0,0,12.8,0
16281,2024-07-18,Atyrau,Pavlodar,4504,electronics,marketplace,cash,salary_worker,google_ads,web,15536.79,0,0,11.2,0
16282,2024-07-18,Pavlodar,Almaty,3029,education_services,social_media,cash,entrepreneur,offline,android,36502.4,0,0,,0
16283,2024-07-18,Kostanay,Astana,4923,travel,marketplace,card_kz,salary_worker,organic,ios,10424.8,0,0,7.7,0
16284,2024-07-18,Oskemen,Atyrau,2009,food_delivery,offline_pos,card_kz,salary_worker,offline,web,10955.75,0,0,13.1,0
16285,2024-07-18,Shymkent,Oskemen,2345,ride_hailing,online_store,card_kz,salary_worker,referral,android,5493.29,0,0,1.8,0
16286,2024-07-18,Aktobe,Astana,1764,ecommerce_general,offline_pos,card_kz,unknown,google_ads,android,15484.08,0,0,,0
16287,2024-07-18,Shymkent,Pavlodar,1004,electronics,mobile_app,card_kz,salary_worker,offline,android,7943.04,1,0,1.0,0
16288,2024-07-18,Shymkent,Kostanay,3550,retail_fashion,social_media,cash,student,instagram,android,7852.35,0,1,,0
16289,2024-07-18,Almaty,Kostanay,3162,grocery,online_store,card_kz,salary_worker,tiktok,web,13691.55,0,0,9.8,0
16290,2024-07-18,Atyrau,Kostanay,3507,healthcare_services,mobile_app,qr_kaspi,salary_worker,tiktok,web,9123.79,0,0,6.1,0
16291,2024-07-18,Kostanay,Kostanay,1065,healthcare_services,social_media,card_kz,salary_worker,referral,web,33252.4,0,0,,0
16292,2024-07-18,Taraz,Kostanay,4077,grocery,social_media,card_kz,student,instagram,web,6347.33,0,0,,0
16293,2024-07-18,Oskemen,Astana,4387,digital_services,social_media,card_kz,salary_worker,instagram,android,20472.11,0,0,,0
16294,2024-07-18,Astana,Astana,1491,electronics,online_store,cash,salary_worker,organic,android,18686.73,0,0,1.5,0
16295,2024-07-18,Aktobe,Karaganda,4644,food_delivery,social_media,wallet,salary_worker,referral,ios,5386.63,0,0,8.0,0
16296,2024-07-18,Atyrau,Pavlodar,3212,ecommerce_general,online_store,cash,salary_worker,tiktok,web,14764.06,0,0,19.6,0
16297,2024-07-18,Shymkent,Aktobe,4580,ecommerce_general,mobile_app,card_kz,salary_worker,marketplace,web,49221.64,0,0,0.7,0
16298,2024-07-18,Taraz,Astana,1369,ecommerce_general,online_store,qr_kaspi,student,organic,web,8884.36,0,0,7.8,0
16299,2024-07-18,Pavlodar,Atyrau,2602,electronics,online_store,card_kz,entrepreneur,tiktok,ios,21098.05,0,0,10.3,0
16300,2024-07-18,Oskemen,Pavlodar,4169,food_delivery,online_store,card_kz,salary_worker,referral,android,10127.18,0,0,2.1,0
16301,2024-07-18,Taraz,Aktobe,3170,education_services,marketplace,cash,salary_worker,offline,android,9545.96,0,0,4.3,0
16302,2024-07-18,Aktobe,Oskemen,1691,grocery,offline_pos,qr_kaspi,salary_worker,organic,android,5371.11,0,1,,0
16303,2024-07-18,Oskemen,Pavlodar,2793,grocery,online_store,cash,unknown,tiktok,web,16248.81,0,0,5.1,0
16304,2024-07-18,Taraz,Atyrau,1477,digital_services,online_store,card_kz,salary_worker,organic,android,16569.95,0,0,22.9,0
16305,2024-07-18,Almaty,Oskemen,4793,retail_fashion,offline_pos,cash,salary_worker,referral,ios,6310.4,0,0,,0
16306,2024-07-18,Shymkent,Almaty,2082,education_services,marketplace,card_kz,salary_worker,tiktok,web,15555.17,0,0,8.6,0
16307,2024-07-18,Oskemen,Karaganda,1273,travel,marketplace,qr_kaspi,salary_worker,organic,web,41904.25,0,0,4.4,0
16308,2024-07-18,Karaganda,Shymkent,4778,education_services,offline_pos,card_kz,salary_worker,instagram,web,10902.39,0,0,,0
16309,2024-07-18,Taraz,Astana,1499,food_delivery,offline_pos,card_kz,retired,organic,ios,8710.16,0,0,12.8,0
16310,2024-07-18,Oskemen,Taraz,2381,food_delivery,mobile_app,card_kz,unknown,organic,android,9735.2,0,0,2.7,0
16311,2024-07-18,Karaganda,Shymkent,3839,retail_fashion,online_store,card_kz,entrepreneur,organic,android,31656.19,0,0,12.2,0
16312,2024-07-18,Almaty,Atyrau,1154,food_delivery,offline_pos,qr_kaspi,entrepreneur,organic,web,20989.69,0,0,8.9,0
16313,2024-07-18,Kostanay,Shymkent,1784,ride_hailing,offline_pos,qr_kaspi,entrepreneur,instagram,ios,5939.91,0,0,,0
16314,2024-07-18,Pavlodar,Kostanay,4365,grocery,online_store,cash,retired,instagram,android,11852.81,0,0,5.0,0
16315,2024-07-18,Kostanay,Taraz,2391,education_services,online_store,card_kz,salary_worker,tiktok,ios,11431.11,0,0,3.0,0
16316,2024-07-18,Aktobe,Shymkent,2901,grocery,offline_pos,qr_kaspi,salary_worker,google_ads,ios,5250.22,0,0,,0
16317,2024-07-18,Atyrau,Kostanay,3889,education_services,social_media,qr_kaspi,retired,tiktok,web,52989.41,0,0,,0
16318,2024-07-18,Taraz,Shymkent,1590,grocery,social_media,qr_kaspi,salary_worker,organic,android,3306.63,0,0,,0
16319,2024-07-18,Oskemen,Taraz,3246,electronics,marketplace,cash,salary_worker,referral,android,28696.02,0,0,3.0,0
16320,2024-07-18,Karaganda,Taraz,4950,travel,social_media,qr_kaspi,salary_worker,instagram,android,13950.64,0,1,,0
16321,2024-07-18,Oskemen,Karaganda,4543,electronics,online_store,cash,salary_worker,tiktok,android,26949.17,0,0,4.8,0
16322,2024-07-18,Karaganda,Shymkent,1870,food_delivery,online_store,wallet,entrepreneur,instagram,android,20115.31,1,0,5.7,0
16323,2024-07-18,Karaganda,Taraz,2539,electronics,offline_pos,qr_kaspi,student,organic,android,18756.99,1,0,,0
16324,2024-07-18,Atyrau,Almaty,3158,digital_services,online_store,card_kz,unknown,tiktok,web,11686.13,0,0,6.2,0
16325,2024-07-18,Pavlodar,Karaganda,1109,electronics,online_store,qr_kaspi,salary_worker,instagram,android,24661.05,0,0,7.7,0
16326,2024-07-18,Taraz,Atyrau,4737,ecommerce_general,offline_pos,card_kz,salary_worker,tiktok,web,15074.56,0,0,,0
16327,2024-07-18,Oskemen,Kostanay,2792,grocery,social_media,qr_kaspi,student,referral,web,13331.91,0,0,,0
16328,2024-07-18,Taraz,Aktobe,1553,retail_fashion,social_media,card_kz,salary_worker,instagram,android,20253.68,0,0,,0
16329,2024-07-18,Pavlodar,Kostanay,4123,food_delivery,online_store,wallet,salary_worker,offline,android,4088.43,0,0,13.9,0
16330,2024-07-18,Almaty,Almaty,2843,food_delivery,social_media,wallet,retired,instagram,web,2919.79,0,0,11.4,0
16331,2024-07-18,Almaty,Almaty,2235,grocery,marketplace,qr_kaspi,student,tiktok,unknown,31951.39,0,0,18.6,0
16332,2024-07-18,Taraz,Oskemen,2291,travel,mobile_app,card_kz,salary_worker,google_ads,ios,17048.31,0,0,3.6,0
16333,2024-07-18,Pavlodar,Taraz,4808,ride_hailing,online_store,card_kz,salary_worker,organic,unknown,5946.3,0,0,18.1,0
16334,2024-07-18,Shymkent,Aktobe,1345,ecommerce_general,social_media,qr_kaspi,entrepreneur,organic,web,9677.54,0,0,,0
16335,2024-07-18,Almaty,Almaty,3481,food_delivery,mobile_app,card_kz,student,tiktok,android,9496.11,0,0,4.7,0
16336,2024-07-18,Taraz,Oskemen,3042,ride_hailing,social_media,card_kz,salary_worker,organic,android,6824.64,0,0,,0
16337,2024-07-18,Shymkent,Kostanay,2029,electronics,social_media,qr_kaspi,student,organic,unknown,16025.39,0,0,,0
16338,2024-07-18,Shymkent,Atyrau,2969,digital_services,mobile_app,qr_kaspi,entrepreneur,organic,android,7477.25,0,0,7.6,0
16339,2024-07-18,Oskemen,Atyrau,2376,retail_fashion,mobile_app,qr_kaspi,entrepreneur,organic,ios,68060.8,0,0,20.3,0
16340,2024-07-18,Astana,Pavlodar,1417,ecommerce_general,offline_pos,wallet,entrepreneur,google_ads,web,4207.8,0,0,,0
16341,2024-07-18,Almaty,Oskemen,1289,grocery,online_store,card_kz,salary_worker,google_ads,android,5551.64,0,0,4.5,0
16342,2024-07-18,Taraz,Almaty,1439,healthcare_services,online_store,qr_kaspi,student,tiktok,ios,24981.14,0,0,14.1,0
16343,2024-07-18,Aktobe,Karaganda,2556,electronics,online_store,card_kz,student,instagram,ios,10416.15,0,0,7.1,0
16344,2024-07-18,Pavlodar,Aktobe,4263,education_services,online_store,card_kz,salary_worker,tiktok,web,56661.03,0,0,1.9,0
16345,2024-07-18,Karaganda,Pavlodar,1580,ecommerce_general,mobile_app,card_kz,retired,referral,android,6793.12,0,0,14.6,0
16346,2024-07-18,Aktobe,Aktobe,2910,food_delivery,mobile_app,card_kz,salary_worker,referral,web,6730.57,0,0,13.5,0
16347,2024-07-19,Almaty,Atyrau,4269,ecommerce_general,offline_pos,qr_kaspi,salary_worker,tiktok,ios,21639.84,0,0,,0
16348,2024-07-19,Aktobe,Taraz,2775,ride_hailing,online_store,card_kz,retired,organic,android,2277.49,0,0,4.7,0
16349,2024-07-19,Almaty,Astana,2884,digital_services,online_store,qr_kaspi,unknown,instagram,web,28934.67,0,0,6.7,0
16350,2024-07-19,Shymkent,Taraz,2872,electronics,social_media,cash,retired,referral,ios,14622.81,0,0,,0
16351,2024-07-19,Atyrau,Taraz,1298,travel,online_store,card_kz,salary_worker,tiktok,android,20811.4,0,0,3.1,0
16352,2024-07-19,Oskemen,Aktobe,2208,grocery,social_media,wallet,salary_worker,organic,web,5219.21,0,0,,0
16353,2024-07-19,Aktobe,Aktobe,3119,travel,online_store,wallet,salary_worker,instagram,android,11013.98,0,0,2.6,0
16354,2024-07-19,Taraz,Oskemen,2974,food_delivery,mobile_app,card_kz,retired,organic,ios,11907.74,0,0,7.7,0
16355,2024-07-19,Karaganda,Pavlodar,1060,travel,online_store,qr_kaspi,entrepreneur,referral,android,15959.81,0,0,5.7,0
16356,2024-07-19,Shymkent,Astana,2000,travel,offline_pos,qr_kaspi,unknown,referral,web,35066.99,0,0,,0
16357,2024-07-19,Shymkent,Shymkent,4795,digital_services,marketplace,card_intl,salary_worker,google_ads,web,12568.57,0,0,11.1,0
16358,2024-07-19,Shymkent,Atyrau,1842,food_delivery,mobile_app,card_intl,salary_worker,referral,web,12997.9,0,0,12.7,0
16359,2024-07-19,Pavlodar,Kostanay,4112,electronics,online_store,qr_kaspi,salary_worker,tiktok,web,11236.32,0,0,9.0,0
16360,2024-07-19,Almaty,Aktobe,4228,retail_fashion,online_store,qr_kaspi,entrepreneur,tiktok,android,12200.12,0,0,8.1,0
16361,2024-07-19,Taraz,Kostanay,3597,digital_services,online_store,card_kz,salary_worker,tiktok,android,14093.45,0,0,4.8,0
16362,2024-07-19,Aktobe,Shymkent,3037,ride_hailing,online_store,card_kz,salary_worker,referral,web,3411.52,0,0,3.2,0
16363,2024-07-19,Taraz,Kostanay,3343,travel,marketplace,wallet,entrepreneur,google_ads,web,14386.3,0,0,9.0,0
16364,2024-07-19,Atyrau,Astana,2967,travel,online_store,card_intl,entrepreneur,tiktok,web,15939.51,0,0,1.8,0
16365,2024-07-19,Shymkent,Karaganda,3207,retail_fashion,marketplace,card_kz,salary_worker,google_ads,web,4332.5,0,0,6.2,0
16366,2024-07-19,Taraz,Kostanay,4853,electronics,mobile_app,card_kz,entrepreneur,referral,ios,33703.64,0,0,18.0,0
16367,2024-07-19,Taraz,Pavlodar,1341,ride_hailing,offline_pos,qr_kaspi,entrepreneur,marketplace,ios,5110.8,0,0,,0
16368,2024-07-19,Atyrau,Shymkent,1625,healthcare_services,mobile_app,card_kz,salary_worker,offline,ios,9148.54,0,0,8.8,0
16369,2024-07-19,Pavlodar,Karaganda,1227,electronics,social_media,card_kz,entrepreneur,instagram,android,21025.43,0,0,,0
16370,2024-07-19,Kostanay,Almaty,4479,healthcare_services,online_store,card_kz,salary_worker,google_ads,web,6875.35,0,0,8.6,0
16371,2024-07-19,Pavlodar,Karaganda,2114,travel,mobile_app,card_kz,student,offline,android,22351.31,0,0,3.6,0
16372,2024-07-19,Almaty,Taraz,1228,electronics,online_store,cash,entrepreneur,instagram,ios,29435.52,0,0,9.5,0
16373,2024-07-19,Oskemen,Kostanay,1525,retail_fashion,offline_pos,card_kz,student,organic,web,23593.96,1,0,,0
16374,2024-07-19,Oskemen,Pavlodar,2463,ride_hailing,online_store,card_kz,salary_worker,instagram,android,4737.09,0,0,6.9,0
16375,2024-07-19,Taraz,Astana,1579,travel,online_store,qr_kaspi,entrepreneur,tiktok,web,42249.8,0,0,1.1,0
16376,2024-07-19,Shymkent,Atyrau,4864,travel,social_media,cash,entrepreneur,instagram,ios,23851.81,0,0,,0
16377,2024-07-19,Kostanay,Atyrau,2291,electronics,online_store,card_kz,salary_worker,referral,web,10220.47,0,0,11.3,0
16378,2024-07-19,Kostanay,Pavlodar,2115,ecommerce_general,offline_pos,card_kz,entrepreneur,marketplace,web,14304.89,0,0,,0
16379,2024-07-19,Kostanay,Karaganda,3623,digital_services,offline_pos,card_intl,salary_worker,organic,android,7249.6,0,0,,0
16380,2024-07-19,Kostanay,Pavlodar,2202,ecommerce_general,offline_pos,card_kz,salary_worker,referral,android,17507.22,0,0,,0
16381,2024-07-19,Shymkent,Pavlodar,4043,retail_fashion,online_store,wallet,salary_worker,referral,ios,6089.54,0,0,6.8,0
16382,2024-07-19,Taraz,Kostanay,2957,ride_hailing,marketplace,qr_kaspi,student,instagram,android,7571.39,0,0,4.1,0
16383,2024-07-19,Kostanay,Astana,4653,food_delivery,offline_pos,card_kz,salary_worker,tiktok,ios,5258.25,0,0,6.9,0
16384,2024-07-19,Pavlodar,Shymkent,1392,education_services,offline_pos,qr_kaspi,salary_worker,google_ads,android,38767.72,0,0,,0
16385,2024-07-19,Kostanay,Aktobe,1108,ecommerce_general,online_store,card_kz,salary_worker,marketplace,android,12302.21,1,0,4.8,0
16386,2024-07-19,Shymkent,Oskemen,4507,healthcare_services,online_store,card_kz,salary_worker,referral,web,11073.74,0,0,3.5,0
16387,2024-07-19,Almaty,Astana,3672,electronics,social_media,qr_kaspi,student,referral,web,39861.61,0,0,,0
16388,2024-07-19,Oskemen,Almaty,2964,travel,offline_pos,card_kz,salary_worker,offline,android,6343.94,0,0,,0
16389,2024-07-19,Pavlodar,Oskemen,2973,ride_hailing,social_media,card_kz,retired,referral,android,6694.03,0,0,,0
16390,2024-07-19,Aktobe,Taraz,4279,ecommerce_general,marketplace,qr_kaspi,retired,offline,web,10778.76,0,0,19.5,0
16391,2024-07-19,Taraz,Pavlodar,4113,ecommerce_general,mobile_app,card_kz,salary_worker,offline,ios,17182.9,0,0,29.4,0
16392,2024-07-19,Atyrau,Astana,1033,food_delivery,marketplace,wallet,unknown,tiktok,web,10395.64,0,1,2.4,0
16393,2024-07-19,Karaganda,Taraz,1611,electronics,offline_pos,card_kz,salary_worker,tiktok,ios,37900.31,1,0,,0
16394,2024-07-19,Atyrau,Pavlodar,1849,healthcare_services,offline_pos,card_kz,entrepreneur,organic,unknown,20565.81,0,0,,0
16395,2024-07-19,Almaty,Pavlodar,3354,ride_hailing,social_media,qr_kaspi,salary_worker,organic,web,4093.09,0,0,,0
16396,2024-07-19,Oskemen,Astana,2375,grocery,offline_pos,card_kz,salary_worker,tiktok,ios,13425.81,0,0,,0
16397,2024-07-19,Kostanay,Atyrau,4504,electronics,online_store,card_kz,student,google_ads,web,29658.74,0,0,5.4,0
16398,2024-07-19,Oskemen,Taraz,1426,healthcare_services,social_media,cash,entrepreneur,referral,android,32372.19,0,0,,0
16399,2024-07-19,Atyrau,Taraz,4820,retail_fashion,online_store,qr_kaspi,salary_worker,tiktok,web,11482.26,0,0,9.2,0
16400,2024-07-19,Kostanay,Taraz,2335,digital_services,online_store,card_kz,salary_worker,tiktok,web,3965.62,0,0,11.0,0
16401,2024-07-19,Taraz,Shymkent,3476,food_delivery,online_store,card_kz,entrepreneur,marketplace,web,5075.61,0,0,4.6,0
16402,2024-07-19,Aktobe,Kostanay,3826,food_delivery,offline_pos,qr_kaspi,entrepreneur,instagram,android,8270.26,0,0,5.9,0
16403,2024-07-19,Aktobe,Oskemen,2815,grocery,offline_pos,qr_kaspi,salary_worker,organic,web,12590.18,0,0,,0
16404,2024-07-19,Oskemen,Kostanay,3783,digital_services,online_store,cash,entrepreneur,instagram,ios,20790.32,0,0,2.4,0
16405,2024-07-19,Shymkent,Oskemen,3762,grocery,online_store,qr_kaspi,salary_worker,tiktok,unknown,22769.18,0,0,2.5,0
16406,2024-07-19,Oskemen,Astana,3469,electronics,online_store,card_kz,entrepreneur,organic,ios,17516.01,0,1,1.9,0
16407,2024-07-19,Almaty,Shymkent,3448,education_services,online_store,card_kz,salary_worker,instagram,android,55285.16,0,0,9.8,0
16408,2024-07-19,Astana,Almaty,1119,ecommerce_general,offline_pos,cash,student,instagram,android,8712.74,0,0,,0
16409,2024-07-19,Aktobe,Astana,3756,ride_hailing,offline_pos,card_kz,entrepreneur,google_ads,android,5646.45,0,0,,0
16410,2024-07-19,Oskemen,Astana,1474,ecommerce_general,offline_pos,card_kz,salary_worker,tiktok,android,15576.66,0,0,,0
16411,2024-07-19,Almaty,Shymkent,2809,food_delivery,offline_pos,wallet,salary_worker,organic,web,10168.31,0,0,8.0,0
16412,2024-07-19,Atyrau,Karaganda,2454,food_delivery,mobile_app,qr_kaspi,salary_worker,google_ads,unknown,4531.63,0,0,4.8,0
16413,2024-07-19,Karaganda,Astana,4891,healthcare_services,social_media,card_kz,entrepreneur,organic,android,29914.88,0,0,,0
16414,2024-07-19,Oskemen,Astana,1850,electronics,online_store,card_kz,student,instagram,android,54211.83,0,0,6.2,0
16415,2024-07-19,Karaganda,Pavlodar,1208,electronics,online_store,card_kz,student,google_ads,unknown,88991.34,0,0,20.9,0
16416,2024-07-19,Aktobe,Karaganda,2144,retail_fashion,social_media,qr_kaspi,salary_worker,marketplace,android,4142.07,0,0,,0
16417,2024-07-19,Pavlodar,Karaganda,4710,electronics,offline_pos,qr_kaspi,student,tiktok,web,9822.4,0,0,,0
16418,2024-07-19,Shymkent,Aktobe,2654,ride_hailing,online_store,qr_kaspi,entrepreneur,referral,android,12080.16,0,0,7.8,0
16419,2024-07-19,Karaganda,Shymkent,3382,retail_fashion,offline_pos,cash,salary_worker,tiktok,web,5533.0,0,0,,0
16420,2024-07-19,Shymkent,Pavlodar,2608,education_services,online_store,wallet,retired,instagram,web,18855.57,0,0,4.3,0
16421,2024-07-19,Shymkent,Karaganda,2822,food_delivery,mobile_app,qr_kaspi,entrepreneur,instagram,ios,8143.76,0,0,1.3,0
16422,2024-07-19,Aktobe,Taraz,1418,education_services,offline_pos,cash,salary_worker,marketplace,android,19820.99,0,0,,0
16423,2024-07-19,Aktobe,Karaganda,2655,ecommerce_general,social_media,qr_kaspi,salary_worker,referral,web,3514.64,0,0,,0
16424,2024-07-19,Shymkent,Taraz,3315,retail_fashion,marketplace,card_intl,student,tiktok,ios,30597.36,0,0,7.4,0
16425,2024-07-19,Atyrau,Almaty,2999,electronics,marketplace,card_kz,salary_worker,tiktok,ios,38703.24,0,0,1.6,0
16426,2024-07-19,Shymkent,Oskemen,1935,healthcare_services,mobile_app,card_kz,student,google_ads,web,7306.6,0,0,20.5,0
16427,2024-07-19,Astana,Almaty,2292,grocery,offline_pos,wallet,salary_worker,instagram,ios,17249.46,0,0,,0
16428,2024-07-19,Kostanay,Karaganda,3302,grocery,marketplace,card_kz,student,referral,android,4743.19,0,0,1.5,0
16429,2024-07-19,Aktobe,Shymkent,3984,ride_hailing,mobile_app,qr_kaspi,salary_worker,organic,android,6136.27,0,0,8.0,0
16430,2024-07-19,Kostanay,Oskemen,3057,food_delivery,social_media,wallet,retired,organic,ios,12393.09,0,0,19.9,0
16431,2024-07-19,Shymkent,Shymkent,4115,grocery,online_store,card_kz,salary_worker,google_ads,ios,11921.47,0,0,2.4,0
16432,2024-07-19,Shymkent,Atyrau,3056,grocery,online_store,card_kz,unknown,google_ads,android,14028.42,0,0,5.3,0
16433,2024-07-19,Aktobe,Aktobe,2392,digital_services,social_media,qr_kaspi,entrepreneur,organic,ios,15037.73,0,0,,0
16434,2024-07-19,Oskemen,Kostanay,3680,healthcare_services,online_store,qr_kaspi,unknown,instagram,web,25250.06,0,0,9.5,0
16435,2024-07-19,Karaganda,Aktobe,4927,ride_hailing,online_store,card_kz,student,tiktok,web,4252.8,0,0,8.8,0
16436,2024-07-19,Oskemen,Aktobe,1970,electronics,social_media,qr_kaspi,student,instagram,web,12874.15,0,0,,0
16437,2024-07-19,Astana,Aktobe,3399,ride_hailing,social_media,card_kz,salary_worker,referral,web,2833.09,0,0,,0
16438,2024-07-19,Astana,Karaganda,4989,retail_fashion,online_store,card_kz,student,referral,web,11498.66,0,0,2.1,0
16439,2024-07-19,Astana,Almaty,1013,food_delivery,offline_pos,qr_kaspi,salary_worker,google_ads,android,5137.42,0,0,7.0,0
16440,2024-07-19,Astana,Karaganda,1319,electronics,online_store,cash,retired,tiktok,ios,28269.01,0,0,11.5,0
16441,2024-07-20,Aktobe,Karaganda,3749,ecommerce_general,offline_pos,card_kz,salary_worker,offline,ios,36641.36,0,0,,0
16442,2024-07-20,Taraz,Karaganda,3182,travel,online_store,card_kz,retired,tiktok,web,22589.45,0,0,2.0,0
16443,2024-07-20,Karaganda,Pavlodar,4763,digital_services,offline_pos,wallet,salary_worker,marketplace,android,13634.39,0,0,,0
16444,2024-07-20,Taraz,Astana,2041,ecommerce_general,offline_pos,qr_kaspi,retired,tiktok,ios,14746.27,0,0,,0
16445,2024-07-20,Shymkent,Almaty,4312,healthcare_services,offline_pos,wallet,salary_worker,organic,android,57848.9,0,1,,0
16446,2024-07-20,Shymkent,Karaganda,3549,ecommerce_general,marketplace,qr_kaspi,salary_worker,tiktok,ios,11756.07,0,0,6.9,0
16447,2024-07-20,Almaty,Kostanay,4304,travel,offline_pos,card_kz,entrepreneur,google_ads,android,35889.07,0,0,,0
16448,2024-07-20,Kostanay,Astana,1977,education_services,online_store,qr_kaspi,salary_worker,tiktok,unknown,64751.46,0,0,9.3,0
16449,2024-07-20,Karaganda,Kostanay,2846,digital_services,online_store,cash,salary_worker,google_ads,android,6236.87,0,0,5.2,0
16450,2024-07-20,Karaganda,Karaganda,1483,grocery,marketplace,cash,entrepreneur,tiktok,android,3406.67,0,1,0.8,0
16451,2024-07-20,Astana,Atyrau,3870,digital_services,offline_pos,card_kz,salary_worker,tiktok,android,9472.19,0,0,,0
16452,2024-07-20,Pavlodar,Astana,4321,ecommerce_general,online_store,cash,salary_worker,organic,android,5599.69,0,0,14.7,0
16453,2024-07-20,Atyrau,Shymkent,4427,electronics,online_store,cash,student,instagram,web,29031.02,0,0,9.9,0
16454,2024-07-20,Karaganda,Pavlodar,4981,ecommerce_general,online_store,card_intl,entrepreneur,instagram,web,13204.71,0,0,3.6,0
16455,2024-07-20,Aktobe,Atyrau,3934,ecommerce_general,online_store,card_kz,unknown,instagram,ios,13397.5,0,0,7.5,0
16456,2024-07-20,Shymkent,Atyrau,4737,education_services,mobile_app,wallet,salary_worker,instagram,web,14269.23,0,0,4.7,0
16457,2024-07-20,Karaganda,Pavlodar,4422,ecommerce_general,marketplace,card_kz,salary_worker,marketplace,android,23786.44,0,0,3.2,0
16458,2024-07-20,Pavlodar,Astana,1920,retail_fashion,offline_pos,qr_kaspi,student,tiktok,web,16122.42,0,0,,0
16459,2024-07-20,Atyrau,Aktobe,4432,ecommerce_general,social_media,card_kz,salary_worker,google_ads,android,11137.66,0,0,,0
16460,2024-07-20,Kostanay,Kostanay,1912,ecommerce_general,marketplace,qr_kaspi,retired,google_ads,android,9424.11,0,0,4.3,0
16461,2024-07-20,Aktobe,Shymkent,1121,electronics,mobile_app,qr_kaspi,student,tiktok,ios,43484.91,0,0,3.5,0
16462,2024-07-20,Astana,Atyrau,4934,food_delivery,online_store,card_kz,salary_worker,instagram,android,11929.59,0,0,3.5,0
16463,2024-07-20,Atyrau,Oskemen,2398,electronics,marketplace,card_kz,salary_worker,organic,ios,22339.42,0,1,3.3,0
16464,2024-07-20,Oskemen,Karaganda,3000,grocery,offline_pos,card_kz,entrepreneur,tiktok,ios,4515.81,0,0,,0
16465,2024-07-20,Aktobe,Karaganda,3823,grocery,offline_pos,card_intl,student,organic,web,7545.68,0,0,,0
16466,2024-07-20,Atyrau,Almaty,1901,retail_fashion,mobile_app,card_kz,student,instagram,android,8526.18,0,0,12.4,0
16467,2024-07-20,Karaganda,Astana,2414,food_delivery,offline_pos,cash,salary_worker,referral,ios,3134.54,0,0,6.7,0
16468,2024-07-20,Pavlodar,Aktobe,2706,electronics,online_store,card_kz,entrepreneur,google_ads,unknown,31318.26,0,0,7.6,0
16469,2024-07-20,Pavlodar,Aktobe,4122,retail_fashion,offline_pos,card_kz,salary_worker,google_ads,android,13655.16,0,0,,0
16470,2024-07-20,Astana,Pavlodar,4243,food_delivery,online_store,card_kz,retired,tiktok,android,11443.35,0,0,3.6,0
16471,2024-07-20,Aktobe,Karaganda,3561,digital_services,offline_pos,card_kz,retired,tiktok,ios,22679.96,0,0,,0
16472,2024-07-20,Oskemen,Taraz,2295,grocery,online_store,card_kz,entrepreneur,organic,ios,4975.2,0,0,2.1,0
16473,2024-07-20,Taraz,Atyrau,2239,grocery,social_media,cash,entrepreneur,instagram,ios,7997.93,0,0,,0
16474,2024-07-20,Aktobe,Karaganda,1710,healthcare_services,mobile_app,card_kz,entrepreneur,organic,android,10645.42,0,0,6.0,0
16475,2024-07-20,Almaty,Kostanay,3976,digital_services,marketplace,card_kz,salary_worker,tiktok,android,29417.74,0,0,5.5,0
16476,2024-07-20,Aktobe,Astana,2777,digital_services,online_store,qr_kaspi,salary_worker,google_ads,ios,11965.2,0,0,6.5,0
16477,2024-07-20,Astana,Astana,1345,grocery,marketplace,qr_kaspi,salary_worker,tiktok,android,9817.96,0,0,1.3,0
