transaction_id;date;region;city;merchant_id;merchant_category;channel;payment_method;customer_segment;acquisition_source;device_type;amount_kzt;;;;
13504;2024-06-14;Pavlodar;Aktobe;4165;education_services;online_store;qr_kaspi;salary_worker;instagram;android;43336.51;;;;
13505;2024-06-14;Atyrau;Astana;4596;retail_fashion;offline_pos;card_kz;salary_worker;tiktok;ios;6625.12;;;;
13506;2024-06-14;Shymkent;Aktobe;2646;travel;online_store;qr_kaspi;salary_worker;tiktok;web;18495.41;;;;
13507;2024-06-14;Taraz;Karaganda;1021;retail_fashion;offline_pos;card_kz;retired;google_ads;android;19831.42;;;;
13508;2024-06-14;Karaganda;Kostanay;2071;grocery;offline_pos;qr_kaspi;salary_worker;tiktok;android;8760.09;;;;
13509;2024-06-14;Taraz;Shymkent;4881;grocery;online_store;card_kz;salary_worker;instagram;unknown;4522.34;;;;
13510;2024-06-14;Karaganda;Aktobe;1111;electronics;social_media;card_kz;salary_worker;instagram;web;10733.55;;;;
13511;2024-06-14;Pavlodar;Karaganda;4792;food_delivery;online_store;card_kz;entrepreneur;organic;ios;2669.8;;;;
13512;2024-06-14;Aktobe;Kostanay;2087;retail_fashion;online_store;qr_kaspi;salary_worker;tiktok;ios;14679.64;;;;
13513;2024-06-14;Atyrau;Kostanay;3722;electronics;online_store;card_kz;salary_worker;referral;web;22156.77;;;;
13514;2024-06-14;Almaty;Pavlodar;4281;retail_fashion;marketplace;qr_kaspi;salary_worker;offline;ios;6077.04;;;;
13515;2024-06-14;Shymkent;Atyrau;3617;electronics;mobile_app;qr_kaspi;salary_worker;offline;web;49165.07;;;;
13516;2024-06-14;Aktobe;Atyrau;4328;grocery;social_media;wallet;student;tiktok;web;8304.95;;;;
13517;2024-06-14;Shymkent;Kostanay;2691;food_delivery;mobile_app;qr_kaspi;salary_worker;tiktok;web;8196.25;;;;
13518;2024-06-15;Aktobe;Astana;1700;electronics;online_store;card_kz;salary_worker;tiktok;web;14435.4;;;;
13519;2024-06-15;Atyrau;Aktobe;3399;ecommerce_general;marketplace;qr_kaspi;salary_worker;referral;web;9631.64;;;;
13520;2024-06-15;Oskemen;Oskemen;2165;travel;marketplace;card_kz;entrepreneur;instagram;ios;23751.94;;;;
13521;2024-06-15;Atyrau;Almaty;3643;ride_hailing;online_store;qr_kaspi;salary_worker;referral;web;5720.72;;;;
13522;2024-06-15;Karaganda;Oskemen;4197;digital_services;online_store;card_kz;student;google_ads;ios;6818.68;;;;
13523;2024-06-15;Atyrau;Karaganda;2682;grocery;online_store;wallet;retired;instagram;android;4030.14;;;;
13524;2024-06-15;Pavlodar;Shymkent;2768;retail_fashion;offline_pos;qr_kaspi;salary_worker;instagram;android;6816.13;;;;
13525;2024-06-15;Almaty;Pavlodar;4327;electronics;mobile_app;card_intl;salary_worker;referral;web;4156.0;;;;
13526;2024-06-15;Karaganda;Karaganda;4008;digital_services;offline_pos;qr_kaspi;salary_worker;instagram;web;2724.71;;;;
13527;2024-06-15;Pavlodar;Astana;2328;electronics;social_media;qr_kaspi;entrepreneur;organic;android;17848.12;;;;
13528;2024-06-15;Aktobe;Atyrau;4995;electronics;offline_pos;card_kz;salary_worker;organic;web;20395.6;;;;
13529;2024-06-15;Almaty;Oskemen;3029;ride_hailing;online_store;wallet;entrepreneur;tiktok;web;3512.83;;;;
13530;2024-06-15;Taraz;Taraz;2316;grocery;social_media;card_kz;student;tiktok;android;4142.67;;;;
13531;2024-06-15;Oskemen;Karaganda;4774;ecommerce_general;marketplace;wallet;salary_worker;referral;web;6911.67;;;;
13532;2024-06-15;Atyrau;Atyrau;4673;ride_hailing;offline_pos;card_kz;entrepreneur;organic;android;6784.94;;;;
13533;2024-06-15;Shymkent;Astana;2167;education_services;marketplace;qr_kaspi;retired;instagram;android;35160.53;;;;
13534;2024-06-15;Kostanay;Atyrau;3736;retail_fashion;online_store;card_kz;student;google_ads;ios;65981.1;;;;
13535;2024-06-15;Atyrau;Almaty;4265;healthcare_services;social_media;cash;entrepreneur;google_ads;android;31714.48;;;;
13536;2024-06-15;Almaty;Atyrau;4122;food_delivery;online_store;card_kz;salary_worker;tiktok;web;9067.66;;;;
13537;2024-06-15;Shymkent;Almaty;4020;ecommerce_general;marketplace;card_kz;salary_worker;tiktok;android;6545.86;;;;
13538;2024-06-15;Shymkent;Almaty;4572;food_delivery;online_store;card_kz;student;instagram;web;7886.49;;;;
13539;2024-06-15;Oskemen;Atyrau;3600;healthcare_services;social_media;card_intl;salary_worker;instagram;web;6110.26;;;;
13540;2024-06-15;Pavlodar;Shymkent;3637;digital_services;marketplace;qr_kaspi;salary_worker;organic;android;12856.91;;;;
13541;2024-06-15;Astana;Oskemen;4741;education_services;online_store;card_kz;salary_worker;marketplace;android;11694.74;;;;
13542;2024-06-15;Karaganda;Almaty;4258;ecommerce_general;marketplace;cash;salary_worker;organic;web;18203.11;;;;
13543;2024-06-15;Pavlodar;Oskemen;1339;food_delivery;marketplace;cash;student;google_ads;ios;5792.89;;;;
13544;2024-06-15;Astana;Almaty;3705;retail_fashion;offline_pos;qr_kaspi;salary_worker;instagram;web;38078.17;;;;
13545;2024-06-15;Oskemen;Taraz;4131;digital_services;online_store;qr_kaspi;retired;tiktok;web;9654.72;;;;
13546;2024-06-15;Almaty;Shymkent;4503;ecommerce_general;online_store;qr_kaspi;entrepreneur;tiktok;android;17025.59;;;;
13547;2024-06-15;Pavlodar;Aktobe;1491;healthcare_services;offline_pos;card_kz;student;offline;ios;37245.11;;;;
13548;2024-06-15;Atyrau;Astana;2787;electronics;offline_pos;qr_kaspi;entrepreneur;referral;web;24179.96;;;;
13549;2024-06-15;Karaganda;Kostanay;1547;healthcare_services;social_media;qr_kaspi;retired;organic;unknown;10026.79;;;;
13550;2024-06-15;Shymkent;Aktobe;4767;travel;online_store;card_kz;student;organic;android;12389.72;;;;
13551;2024-06-15;Kostanay;Karaganda;3067;food_delivery;online_store;card_kz;entrepreneur;marketplace;web;19521.44;;;;
13552;2024-06-15;Karaganda;Taraz;4656;digital_services;offline_pos;qr_kaspi;student;instagram;web;10210.99;;;;
13553;2024-06-15;Astana;Atyrau;4258;grocery;mobile_app;qr_kaspi;salary_worker;organic;android;6592.67;;;;
13554;2024-06-15;Astana;Pavlodar;1490;healthcare_services;online_store;qr_kaspi;entrepreneur;organic;unknown;10485.31;;;;
13555;2024-06-15;Aktobe;Taraz;2181;grocery;offline_pos;qr_kaspi;student;organic;unknown;3131.52;;;;
13556;2024-06-15;Atyrau;Astana;4420;travel;online_store;card_kz;student;tiktok;web;44713.4;;;;
13557;2024-06-15;Astana;Almaty;2817;ride_hailing;social_media;qr_kaspi;entrepreneur;instagram;web;5186.6;;;;
13558;2024-06-15;Pavlodar;Karaganda;1306;travel;social_media;qr_kaspi;student;organic;web;28817.84;;;;
13559;2024-06-15;Astana;Karaganda;3599;grocery;marketplace;card_kz;salary_worker;instagram;ios;3269.17;;;;
13560;2024-06-15;Taraz;Astana;4315;food_delivery;offline_pos;card_kz;retired;instagram;web;20329.49;;;;
13561;2024-06-15;Kostanay;Aktobe;4031;electronics;marketplace;card_kz;salary_worker;instagram;android;2845.6;;;;
13562;2024-06-15;Taraz;Taraz;3662;ecommerce_general;marketplace;wallet;retired;tiktok;ios;18718.45;;;;
13563;2024-06-15;Kostanay;Karaganda;4755;ecommerce_general;online_store;wallet;retired;instagram;android;8702.56;;;;
13564;2024-06-15;Astana;Pavlodar;4887;ecommerce_general;social_media;card_kz;salary_worker;google_ads;ios;8465.96;;;;
13565;2024-06-15;Oskemen;Taraz;3173;digital_services;online_store;qr_kaspi;retired;google_ads;android;16981.46;;;;
13566;2024-06-15;Almaty;Oskemen;4674;travel;mobile_app;card_kz;salary_worker;organic;ios;15752.27;;;;
13567;2024-06-15;Shymkent;Taraz;1466;education_services;social_media;qr_kaspi;salary_worker;organic;android;9273.81;;;;
13568;2024-06-15;Astana;Astana;2601;food_delivery;social_media;card_intl;entrepreneur;instagram;android;3525.03;;;;
13569;2024-06-15;Taraz;Pavlodar;3132;grocery;mobile_app;qr_kaspi;student;tiktok;web;13486.73;;;;
13570;2024-06-15;Atyrau;Atyrau;4851;healthcare_services;mobile_app;wallet;student;marketplace;unknown;9039.52;;;;
13571;2024-06-15;Karaganda;Shymkent;2584;electronics;offline_pos;cash;salary_worker;tiktok;ios;16050.1;;;;
13572;2024-06-15;Kostanay;Shymkent;3156;retail_fashion;marketplace;cash;student;organic;android;9820.85;;;;
13573;2024-06-15;Almaty;Shymkent;2242;ride_hailing;marketplace;card_kz;salary_worker;referral;android;28357.85;;;;
13574;2024-06-15;Taraz;Oskemen;1906;education_services;marketplace;cash;retired;instagram;ios;28791.54;;;;
13575;2024-06-15;Taraz;Shymkent;4672;ecommerce_general;online_store;card_kz;retired;organic;unknown;7866.24;;;;
13576;2024-06-15;Pavlodar;Taraz;4106;education_services;offline_pos;wallet;salary_worker;organic;web;19965.51;;;;
13577;2024-06-15;Shymkent;Kostanay;1761;electronics;marketplace;qr_kaspi;retired;tiktok;web;3661.99;;;;
13578;2024-06-15;Taraz;Oskemen;2350;ecommerce_general;online_store;card_kz;salary_worker;offline;web;9995.71;;;;
13579;2024-06-15;Astana;Pavlodar;3875;grocery;online_store;qr_kaspi;salary_worker;instagram;android;2656.65;;;;
13580;2024-06-15;Oskemen;Kostanay;3355;ecommerce_general;offline_pos;card_kz;student;marketplace;android;11842.56;;;;
13581;2024-06-15;Almaty;Taraz;3555;ecommerce_general;online_store;card_kz;salary_worker;tiktok;android;17069.19;;;;
13582;2024-06-15;Shymkent;Kostanay;1575;ecommerce_general;online_store;wallet;salary_worker;instagram;ios;19959.65;;;;
13583;2024-06-15;Karaganda;Almaty;4617;education_services;offline_pos;wallet;student;instagram;android;45889.93;;;;
13584;2024-06-15;Shymkent;Aktobe;1230;retail_fashion;offline_pos;qr_kaspi;salary_worker;instagram;android;6750.55;;;;
13585;2024-06-15;Taraz;Kostanay;3971;food_delivery;online_store;wallet;student;tiktok;ios;6082.39;;;;
13586;2024-06-15;Aktobe;Oskemen;2003;ecommerce_general;online_store;card_kz;retired;google_ads;web;9345.56;;;;
13587;2024-06-15;Pavlodar;Shymkent;2980;food_delivery;offline_pos;cash;salary_worker;tiktok;android;25798.25;;;;
13588;2024-06-15;Atyrau;Karaganda;1548;education_services;marketplace;card_kz;entrepreneur;google_ads;web;6569.13;;;;
13589;2024-06-15;Taraz;Taraz;1289;ecommerce_general;offline_pos;qr_kaspi;retired;organic;web;87224.12;;;;
13590;2024-06-15;Kostanay;Aktobe;2908;electronics;mobile_app;cash;entrepreneur;organic;android;25036.0;;;;
13591;2024-06-15;Karaganda;Taraz;3578;ecommerce_general;online_store;wallet;salary_worker;google_ads;ios;14985.32;;;;
13592;2024-06-15;Oskemen;Taraz;2842;food_delivery;social_media;card_intl;retired;google_ads;android;12391.2;;;;
13593;2024-06-15;Aktobe;Oskemen;1282;electronics;offline_pos;wallet;salary_worker;organic;unknown;31570.88;;;;
13594;2024-06-15;Pavlodar;Astana;4654;ecommerce_general;online_store;card_kz;student;instagram;web;14238.24;;;;
13595;2024-06-15;Karaganda;Atyrau;4794;education_services;social_media;card_kz;student;organic;ios;8245.42;;;;
13596;2024-06-15;Shymkent;Pavlodar;4583;education_services;offline_pos;cash;salary_worker;referral;web;10374.75;;;;
13597;2024-06-15;Astana;Almaty;4847;education_services;online_store;qr_kaspi;entrepreneur;organic;android;44296.88;;;;
13598;2024-06-15;Astana;Shymkent;4338;education_services;online_store;cash;entrepreneur;instagram;ios;26362.75;;;;
13599;2024-06-15;Atyrau;Shymkent;1459;electronics;offline_pos;card_kz;retired;instagram;web;30845.07;;;;
13600;2024-06-15;Shymkent;Atyrau;1694;retail_fashion;offline_pos;wallet;salary_worker;organic;android;6232.24;;;;
13601;2024-06-15;Karaganda;Taraz;1135;ecommerce_general;offline_pos;card_intl;student;instagram;android;33199.73;;;;
13602;2024-06-15;Shymkent;Pavlodar;2768;grocery;online_store;card_kz;salary_worker;organic;web;10049.25;;;;
13603;2024-06-15;Shymkent;Astana;1341;healthcare_services;marketplace;card_kz;salary_worker;tiktok;web;31901.74;;;;
13604;2024-06-15;Pavlodar;Aktobe;1897;ecommerce_general;marketplace;cash;unknown;tiktok;web;14237.53;;;;
13605;2024-06-15;Oskemen;Aktobe;3352;ride_hailing;online_store;card_kz;student;instagram;web;4454.32;;;;
13606;2024-06-15;Astana;Almaty;3469;ecommerce_general;offline_pos;card_kz;student;instagram;unknown;17800.56;;;;
13607;2024-06-15;Kostanay;Astana;4125;healthcare_services;online_store;wallet;salary_worker;instagram;android;21165.73;;;;
13608;2024-06-15;Kostanay;Pavlodar;1034;food_delivery;offline_pos;card_kz;salary_worker;instagram;web;4275.44;;;;
13609;2024-06-15;Kostanay;Atyrau;2762;healthcare_services;marketplace;cash;student;tiktok;web;28775.85;;;;
13610;2024-06-15;Astana;Karaganda;2267;electronics;online_store;card_kz;salary_worker;offline;android;22534.02;;;;
13611;2024-06-15;Karaganda;Astana;4778;food_delivery;marketplace;card_kz;unknown;tiktok;android;7575.54;;;;
13612;2024-06-15;Taraz;Shymkent;4031;food_delivery;marketplace;qr_kaspi;student;tiktok;android;6067.56;;;;
13613;2024-06-15;Taraz;Shymkent;2608;education_services;marketplace;qr_kaspi;salary_worker;instagram;android;5923.47;;;;
13614;2024-06-15;Pavlodar;Atyrau;1042;grocery;online_store;cash;entrepreneur;google_ads;web;7959.82;;;;
13615;2024-06-15;Taraz;Almaty;4940;ecommerce_general;online_store;qr_kaspi;student;google_ads;android;9751.29;;;;
13616;2024-06-16;Astana;Oskemen;1462;ecommerce_general;online_store;qr_kaspi;salary_worker;tiktok;web;14715.64;;;;
13617;2024-06-16;Atyrau;Pavlodar;4331;electronics;online_store;cash;entrepreneur;referral;android;5932.88;;;;
13618;2024-06-16;Almaty;Kostanay;4873;digital_services;marketplace;card_kz;salary_worker;instagram;android;2705.33;;;;
13619;2024-06-16;Shymkent;Karaganda;4446;healthcare_services;online_store;card_kz;student;instagram;android;45758.5;;;;
13620;2024-06-16;Pavlodar;Astana;3481;education_services;online_store;card_kz;entrepreneur;google_ads;web;39131.16;;;;
13621;2024-06-16;Aktobe;Almaty;3703;ecommerce_general;offline_pos;wallet;salary_worker;organic;ios;2550.62;;;;
13622;2024-06-16;Karaganda;Astana;3655;electronics;online_store;qr_kaspi;salary_worker;google_ads;web;56852.49;;;;
13623;2024-06-16;Pavlodar;Oskemen;2745;digital_services;online_store;cash;salary_worker;tiktok;ios;7924.07;;;;
13624;2024-06-16;Astana;Atyrau;3347;retail_fashion;offline_pos;card_kz;entrepreneur;google_ads;web;4449.68;;;;
13625;2024-06-16;Atyrau;Aktobe;2277;education_services;social_media;card_kz;salary_worker;instagram;ios;10851.69;;;;
13626;2024-06-16;Karaganda;Shymkent;1042;ecommerce_general;mobile_app;qr_kaspi;salary_worker;instagram;ios;19256.4;;;;
13627;2024-06-16;Astana;Taraz;1946;food_delivery;marketplace;card_kz;student;marketplace;android;10248.44;;;;
13628;2024-06-16;Almaty;Oskemen;3931;healthcare_services;marketplace;card_kz;entrepreneur;instagram;android;14256.8;;;;
13629;2024-06-16;Astana;Shymkent;3728;grocery;online_store;qr_kaspi;unknown;instagram;ios;10144.15;;;;
13630;2024-06-16;Aktobe;Atyrau;2662;ride_hailing;offline_pos;qr_kaspi;salary_worker;tiktok;ios;20569.22;;;;
13631;2024-06-16;Kostanay;Pavlodar;1502;electronics;mobile_app;card_kz;student;instagram;android;27475.91;;;;
13632;2024-06-16;Almaty;Karaganda;1412;healthcare_services;offline_pos;card_kz;salary_worker;tiktok;web;39756.12;;;;
13633;2024-06-16;Kostanay;Shymkent;4218;education_services;marketplace;qr_kaspi;retired;tiktok;ios;25590.85;;;;
13634;2024-06-16;Oskemen;Almaty;4625;digital_services;offline_pos;qr_kaspi;retired;google_ads;android;15845.98;;;;
13635;2024-06-16;Karaganda;Shymkent;4034;ride_hailing;online_store;cash;student;instagram;android;7677.7;;;;
13636;2024-06-16;Oskemen;Atyrau;1696;grocery;offline_pos;qr_kaspi;entrepreneur;tiktok;android;15581.8;;;;
13637;2024-06-16;Atyrau;Astana;2313;retail_fashion;online_store;qr_kaspi;salary_worker;google_ads;android;8554.61;;;;
13638;2024-06-16;Pavlodar;Aktobe;2543;food_delivery;online_store;card_kz;salary_worker;offline;web;2674.03;;;;
13639;2024-06-16;Taraz;Pavlodar;2030;ride_hailing;online_store;cash;student;tiktok;ios;10984.97;;;;
13640;2024-06-16;Karaganda;Kostanay;3661;electronics;marketplace;card_kz;unknown;organic;ios;18351.79;;;;
13641;2024-06-16;Taraz;Oskemen;2517;digital_services;marketplace;wallet;unknown;google_ads;web;18254.24;;;;
13642;2024-06-16;Shymkent;Shymkent;3642;ride_hailing;offline_pos;card_kz;salary_worker;organic;android;5394.31;;;;
13643;2024-06-16;Aktobe;Oskemen;3455;healthcare_services;social_media;card_kz;unknown;organic;web;9648.08;;;;
13644;2024-06-16;Aktobe;Karaganda;2873;electronics;offline_pos;card_kz;entrepreneur;referral;web;22793.8;;;;
13645;2024-06-16;Aktobe;Kostanay;2688;education_services;offline_pos;card_kz;entrepreneur;referral;android;19115.43;;;;
13646;2024-06-16;Shymkent;Pavlodar;3259;retail_fashion;offline_pos;cash;student;google_ads;unknown;19478.15;;;;
13647;2024-06-16;Astana;Aktobe;2358;retail_fashion;online_store;card_kz;entrepreneur;organic;web;26059.4;;;;
13648;2024-06-16;Shymkent;Karaganda;3584;retail_fashion;marketplace;card_kz;retired;tiktok;web;31473.69;;;;
13649;2024-06-16;Kostanay;Shymkent;4229;digital_services;marketplace;card_kz;salary_worker;referral;android;8603.69;;;;
13650;2024-06-16;Kostanay;Taraz;1729;digital_services;offline_pos;card_kz;student;tiktok;web;22723.81;;;;
13651;2024-06-16;Pavlodar;Kostanay;1482;ecommerce_general;marketplace;cash;retired;offline;web;10276.81;;;;
13652;2024-06-16;Astana;Taraz;2780;electronics;mobile_app;cash;salary_worker;organic;web;22974.97;;;;
13653;2024-06-16;Almaty;Aktobe;2547;travel;online_store;card_kz;salary_worker;google_ads;ios;10264.41;;;;
13654;2024-06-16;Astana;Kostanay;4472;ride_hailing;mobile_app;card_kz;salary_worker;tiktok;unknown;12689.27;;;;
13655;2024-06-16;Oskemen;Taraz;1450;ride_hailing;social_media;card_kz;entrepreneur;instagram;android;5318.33;;;;
13656;2024-06-16;Shymkent;Pavlodar;3736;retail_fashion;marketplace;qr_kaspi;unknown;tiktok;web;16489.93;;;;
13657;2024-06-16;Astana;Kostanay;3939;electronics;social_media;qr_kaspi;salary_worker;instagram;ios;30289.65;;;;
13658;2024-06-16;Shymkent;Kostanay;3317;ecommerce_general;social_media;cash;salary_worker;offline;android;11335.2;;;;
13659;2024-06-16;Astana;Oskemen;3656;retail_fashion;marketplace;qr_kaspi;salary_worker;tiktok;ios;11527.77;;;;
13660;2024-06-16;Atyrau;Oskemen;1303;food_delivery;online_store;card_kz;salary_worker;instagram;android;10414.16;;;;
13661;2024-06-16;Almaty;Astana;2301;grocery;offline_pos;card_kz;salary_worker;referral;android;3768.61;;;;
13662;2024-06-16;Pavlodar;Almaty;2689;electronics;online_store;qr_kaspi;entrepreneur;tiktok;android;16174.29;;;;
13663;2024-06-16;Oskemen;Pavlodar;3928;travel;offline_pos;card_kz;salary_worker;tiktok;web;55313.83;;;;
13664;2024-06-16;Shymkent;Almaty;4376;grocery;marketplace;card_kz;student;organic;unknown;15748.08;;;;
13665;2024-06-16;Astana;Taraz;4243;healthcare_services;online_store;card_kz;entrepreneur;tiktok;ios;35857.84;;;;
13666;2024-06-16;Almaty;Shymkent;3383;food_delivery;offline_pos;qr_kaspi;entrepreneur;instagram;ios;9446.74;;;;
13667;2024-06-16;Almaty;Oskemen;4402;electronics;marketplace;card_intl;salary_worker;organic;android;15790.29;;;;
13668;2024-06-16;Kostanay;Shymkent;1540;ride_hailing;social_media;card_kz;student;marketplace;android;21531.36;;;;
13669;2024-06-16;Oskemen;Astana;3263;ecommerce_general;mobile_app;card_kz;student;tiktok;web;23075.94;;;;
13670;2024-06-16;Oskemen;Aktobe;2111;food_delivery;online_store;cash;entrepreneur;instagram;android;9961.19;;;;
13671;2024-06-16;Aktobe;Almaty;1264;retail_fashion;online_store;card_kz;retired;offline;ios;14813.01;;;;
13672;2024-06-16;Almaty;Almaty;4827;food_delivery;mobile_app;qr_kaspi;entrepreneur;instagram;ios;3587.04;;;;
13673;2024-06-16;Taraz;Almaty;4507;ride_hailing;online_store;wallet;salary_worker;organic;web;1384.81;;;;
13674;2024-06-16;Taraz;Pavlodar;3383;grocery;mobile_app;qr_kaspi;entrepreneur;instagram;ios;3223.73;;;;
13675;2024-06-16;Karaganda;Oskemen;2269;retail_fashion;offline_pos;card_kz;student;tiktok;web;8550.86;;;;
13676;2024-06-16;Oskemen;Oskemen;2289;ride_hailing;online_store;wallet;salary_worker;organic;android;3331.18;;;;
13677;2024-06-16;Kostanay;Almaty;2980;healthcare_services;marketplace;card_kz;salary_worker;referral;web;20693.25;;;;
13678;2024-06-16;Oskemen;Astana;2948;ecommerce_general;offline_pos;qr_kaspi;salary_worker;marketplace;unknown;5878.38;;;;
13679;2024-06-16;Taraz;Atyrau;3439;education_services;social_media;card_kz;salary_worker;tiktok;ios;13148.0;;;;
13680;2024-06-16;Aktobe;Pavlodar;3852;ride_hailing;social_media;card_kz;unknown;tiktok;android;25855.31;;;;
13681;2024-06-16;Astana;Oskemen;3797;ecommerce_general;online_store;qr_kaspi;salary_worker;referral;android;16400.59;;;;
13682;2024-06-16;Pavlodar;Oskemen;1281;ecommerce_general;offline_pos;card_kz;unknown;instagram;web;23850.24;;;;
13683;2024-06-16;Kostanay;Pavlodar;1042;grocery;online_store;cash;retired;instagram;android;2366.65;;;;
13684;2024-06-16;Almaty;Pavlodar;4991;ecommerce_general;offline_pos;cash;salary_worker;google_ads;web;8349.33;;;;
13685;2024-06-16;Taraz;Astana;2173;healthcare_services;offline_pos;card_kz;unknown;instagram;web;18733.9;;;;
13686;2024-06-16;Karaganda;Aktobe;1742;electronics;social_media;qr_kaspi;unknown;google_ads;android;80061.8;;;;
13687;2024-06-16;Pavlodar;Kostanay;4482;retail_fashion;offline_pos;qr_kaspi;entrepreneur;tiktok;web;11604.19;;;;
13688;2024-06-16;Atyrau;Atyrau;2443;retail_fashion;marketplace;wallet;salary_worker;instagram;ios;9354.38;;;;
13689;2024-06-16;Pavlodar;Oskemen;3876;digital_services;offline_pos;card_kz;student;instagram;web;16555.56;;;;
13690;2024-06-16;Oskemen;Shymkent;3770;ecommerce_general;online_store;cash;student;tiktok;web;9264.61;;;;
13691;2024-06-16;Shymkent;Oskemen;3393;grocery;online_store;card_kz;student;google_ads;ios;7820.18;;;;
13692;2024-06-16;Atyrau;Atyrau;4116;grocery;social_media;qr_kaspi;salary_worker;tiktok;ios;7571.41;;;;
13693;2024-06-16;Taraz;Taraz;4225;education_services;marketplace;cash;salary_worker;tiktok;android;10062.12;;;;
13694;2024-06-16;Aktobe;Astana;2714;grocery;offline_pos;card_intl;retired;instagram;web;5116.1;;;;
13695;2024-06-16;Shymkent;Pavlodar;4694;digital_services;marketplace;card_intl;entrepreneur;instagram;ios;10149.08;;;;
13696;2024-06-16;Astana;Atyrau;2400;grocery;offline_pos;card_kz;salary_worker;organic;web;6411.22;;;;
13697;2024-06-16;Almaty;Karaganda;4134;grocery;online_store;card_kz;salary_worker;referral;android;10877.36;;;;
13698;2024-06-16;Shymkent;Almaty;2679;retail_fashion;online_store;qr_kaspi;entrepreneur;instagram;unknown;9685.4;;;;
13699;2024-06-16;Taraz;Shymkent;3956;retail_fashion;marketplace;card_kz;retired;organic;android;22805.1;;;;
13700;2024-06-16;Kostanay;Taraz;4699;ride_hailing;social_media;qr_kaspi;salary_worker;tiktok;android;7171.1;;;;
13701;2024-06-16;Almaty;Shymkent;3619;healthcare_services;online_store;wallet;student;organic;android;14394.87;;;;
13702;2024-06-16;Kostanay;Karaganda;1915;grocery;marketplace;card_kz;entrepreneur;referral;ios;6360.54;;;;
13703;2024-06-16;Atyrau;Taraz;4119;ride_hailing;marketplace;card_intl;student;instagram;web;10059.37;;;;
13704;2024-06-16;Taraz;Taraz;3833;grocery;online_store;card_kz;entrepreneur;google_ads;unknown;7615.44;;;;
13705;2024-06-16;Taraz;Atyrau;3622;ecommerce_general;online_store;cash;salary_worker;tiktok;android;6074.42;;;;
13706;2024-06-16;Karaganda;Astana;1662;education_services;mobile_app;card_kz;salary_worker;referral;unknown;33751.73;;;;
13707;2024-06-16;Karaganda;Pavlodar;2963;travel;marketplace;cash;salary_worker;marketplace;web;24562.81;;;;
13708;2024-06-16;Taraz;Shymkent;1418;retail_fashion;social_media;wallet;entrepreneur;instagram;unknown;10861.8;;;;
13709;2024-06-16;Oskemen;Almaty;3925;ride_hailing;online_store;qr_kaspi;student;tiktok;ios;4971.97;;;;
13710;2024-06-16;Karaganda;Oskemen;1410;retail_fashion;social_media;qr_kaspi;salary_worker;tiktok;android;11868.66;;;;
13711;2024-06-16;Astana;Atyrau;1487;ecommerce_general;mobile_app;qr_kaspi;unknown;instagram;unknown;4964.31;;;;
13712;2024-06-16;Pavlodar;Atyrau;2197;retail_fashion;online_store;wallet;entrepreneur;google_ads;web;27080.05;;;;
13713;2024-06-16;Taraz;Shymkent;4193;grocery;online_store;wallet;retired;google_ads;ios;1768.52;;;;
13714;2024-06-16;Atyrau;Kostanay;2736;electronics;online_store;card_kz;salary_worker;tiktok;web;6884.75;;;;
13715;2024-06-17;Aktobe;Shymkent;2436;electronics;online_store;cash;salary_worker;instagram;web;15589.39;;;;
13716;2024-06-17;Almaty;Shymkent;2192;ecommerce_general;marketplace;card_kz;student;tiktok;android;10969.15;;;;
13717;2024-06-17;Kostanay;Aktobe;4801;grocery;offline_pos;qr_kaspi;entrepreneur;tiktok;web;5372.71;;;;
13718;2024-06-17;Taraz;Almaty;2386;ecommerce_general;social_media;qr_kaspi;entrepreneur;google_ads;ios;14686.81;;;;
13719;2024-06-17;Almaty;Aktobe;1065;food_delivery;online_store;qr_kaspi;entrepreneur;google_ads;android;3497.24;;;;
13720;2024-06-17;Karaganda;Kostanay;4711;grocery;online_store;qr_kaspi;student;instagram;android;6690.94;;;;
13721;2024-06-17;Shymkent;Taraz;2576;healthcare_services;online_store;card_kz;retired;google_ads;web;11595.59;;;;
13722;2024-06-17;Astana;Kostanay;2990;electronics;online_store;card_kz;entrepreneur;offline;web;10089.7;;;;
13723;2024-06-17;Aktobe;Aktobe;2264;retail_fashion;mobile_app;cash;salary_worker;google_ads;web;23097.55;;;;
13724;2024-06-17;Karaganda;Oskemen;2374;travel;marketplace;qr_kaspi;salary_worker;instagram;android;20670.12;;;;
13725;2024-06-17;Taraz;Aktobe;1435;food_delivery;online_store;qr_kaspi;student;organic;ios;20883.92;;;;
13726;2024-06-17;Aktobe;Almaty;4161;ecommerce_general;online_store;card_intl;unknown;instagram;web;11191.58;;;;
13727;2024-06-17;Oskemen;Pavlodar;2847;ecommerce_general;offline_pos;card_intl;student;instagram;web;22026.21;;;;
13728;2024-06-17;Oskemen;Oskemen;4748;electronics;offline_pos;cash;salary_worker;google_ads;ios;37499.01;;;;
13729;2024-06-17;Almaty;Almaty;3126;ride_hailing;social_media;cash;student;instagram;web;4720.66;;;;
13730;2024-06-17;Astana;Pavlodar;3515;digital_services;online_store;card_kz;student;instagram;ios;13578.55;;;;
13731;2024-06-17;Astana;Kostanay;4664;food_delivery;online_store;qr_kaspi;student;instagram;android;15279.76;;;;
13732;2024-06-17;Shymkent;Atyrau;3134;food_delivery;online_store;wallet;student;instagram;web;14531.92;;;;
